N,inf.F.all,inf.MT.all,inf.S.all,inf.T.all,tot.F.all,tot.MT.all,tot.S.all,tot.T.all,prev.F.all,prev.MT.all,prev.S.all,prev.T.all
8,7,19,68,204,51,218,674,1360,0.6138970588235294,0.5982142857142857,0.5149575366103022,0.4716743641732242
8,66,24,29,598,12,199,611,2508,0.3333333333333333,0.5078313583497915,0.590058794403914,0.5104761485123271
8,40,9,40,656,43,40,151,1770,0.5853510895883778,0.5,0.4398939704086763,0.44564999793108573
8,1,7,67,504,83,49,74,1940,0.40625,0.6357682417229187,0.5798410069231954,0.5680840337965293
8,13,5,36,246,44,41,309,1186,0.2908497234681591,0.521875,0.35173676920688873,0.3969486135301084
8,9,5,37,418,300,53,507,1326,0.38238636363636364,0.6300929462694168,0.47228124659474774,0.2815108186504456
8,14,0,101,368,13,17,356,607,0.29885057471264365,0.2694896449704142,0.39672619047619045,0.5639293844124591
8,8,9,44,949,321,21,200,1086,0.30444635492712413,0.44759920634920636,0.5370160650072385,0.41469753127902614
8,25,5,22,633,276,41,196,1592,0.57366269050781,0.6396026036313806,0.5273477812177503,0.4658050962236116
8,16,2,30,660,464,18,119,1166,0.3006874019075214,0.4375,0.2891794882077531,0.3564693022673585
8,10,7,102,324,34,49,356,1426,0.3083557347670251,0.4533734666060881,0.4555050288910271,0.547165656909731
8,7,2,25,726,48,37,433,1018,0.42482142857142857,0.5316351540616246,0.4959164519690835,0.330335888931866
8,38,5,10,768,48,10,97,447,0.6498188405797102,0.5041666666666667,0.2892601499654702,0.48420111580616115
8,19,33,41,995,23,35,470,927,0.5344047619047619,0.5022991777356104,0.45535800419929634,0.3627203386231213
8,23,4,77,287,73,4,335,919,0.5206605222734255,0.3214285714285714,0.434093812963782,0.2921238704073086
8,30,2,39,401,25,13,82,1121,0.37916666666666665,0.3702573655361425,0.5792609757151499,0.4670736743180251
8,17,37,62,577,19,108,422,999,0.38315217391304346,0.3333333333333333,0.3661361198562394,0.41244417686709006
8,15,8,53,729,65,233,27,940,0.5276978417266187,0.4431211828993893,0.3731060606060606,0.48750506423770334
8,4,14,131,545,231,4,391,1374,0.37484792280442275,0.4887485481997677,0.2257892185163802,0.6304420483908421
8,9,16,60,269,274,30,370,1567,0.5208333333333334,0.5043059894454446,0.5459310207336523,0.6460729673390859
8,10,12,24,588,422,43,342,1211,0.5150966183574879,0.7041639236339697,0.3427830135073706,0.5086886541854077
8,3,7,42,1065,548,192,173,1438,0.5498188405797101,0.4434558823529412,0.522009457933371,0.5015075197061704
8,27,6,50,104,26,29,287,929,0.3628673957621326,0.4594986586183769,0.39229465709728867,0.24684861612302017
8,2,4,67,430,30,30,490,983,0.6067832934609251,0.4107142857142857,0.45017526006331976,0.5128863535081881
8,45,26,7,524,74,83,317,945,0.475,0.2743764172335601,0.6859702797202797,0.4570894380220486
8,20,19,63,643,27,393,190,1188,0.6252146464646464,0.615530303030303,0.3989564024900321,0.5355687134062469
8,18,13,36,473,75,105,167,1435,0.4895833333333333,0.5250002083506959,0.35910060135480676,0.3090477537168714
8,11,16,99,951,94,48,333,1175,0.1664249910490512,0.4472455648926237,0.6022727272727273,0.38121218856226496
8,43,16,83,588,18,19,260,1150,0.4624505928853755,0.4235499703559975,0.44821428571428573,0.4760779401698998
8,11,17,40,363,209,15,201,2591,0.6571925670483363,0.3179563492063492,0.2487674825174825,0.446653852380117
8,20,1,93,182,20,48,581,1456,0.39618506493506495,0.4151785714285714,0.5684082674571805,0.5915520757838069
8,39,22,19,715,546,47,601,1889,0.43842560947824105,0.5007396449704142,0.6679347826086957,0.4358616091705289
8,29,6,102,563,105,230,418,1188,0.21000000000000002,0.28319939145893763,0.22170543699535672,0.4182494541858247
8,44,8,34,614,55,38,839,1082,0.3906801851175253,0.2431264172335601,0.28753173812685767,0.418579237684283
8,67,24,69,521,23,32,118,1712,0.44056372549019607,0.49264705882352944,0.3371212121212121,0.31004734990852306
8,16,6,26,699,325,12,27,1473,0.55,0,0.355452918009309,0.31897593925955453
8,8,1,52,870,80,19,173,1600,0.4678034591029394,0.34375,0.35243183492999264,0.49813725101820905
8,79,5,99,373,117,45,260,2185,0.5409182163989856,0.5025510204081632,0.5977870813397129,0.46745987645076026
8,4,4,49,430,19,27,94,1804,0.27887626262626264,0.3685672514619883,0.48466478696741855,0.4839013303927551
8,16,3,12,206,92,20,377,1220,0.5620173509286412,0.15303030303030302,0.793533073861435,0.513718561120775
8,54,9,41,731,293,395,104,1557,0.5504385964912281,0.44091530054644806,0.37720959595959597,0.526804251868353
8,98,23,28,331,31,199,148,1686,0.3516666666666667,0.7386363636363636,0.3880587468087468,0.31037320154483783
8,12,5,98,463,58,45,219,825,0.5011217948717949,0.384581881533101,0.5080856643356644,0.43411848188830093
8,2,3,19,511,23,154,112,1126,0.2822310900201323,0.41964285714285715,0.3422393552562725,0.4035241999862263
8,27,34,47,347,56,70,433,2363,0.43919824484100756,0.5208333333333334,0.6210617039964866,0.38968488440675075
8,0,3,89,247,71,66,115,1606,0.6581471306471306,0.14516129032258066,0.40882071249552454,0.3967020321960228
8,13,14,28,535,36,216,138,1999,0.44591097308488614,0.3467741935483871,0.6729767994154183,0.47867812383090713
8,5,4,62,519,262,39,158,1385,0.35057773109243695,0.36532297830374755,0.4957166199813259,0.5305370749075196
8,26,22,16,539,79,28,132,1399,0.18585526315789475,0.5126225490196078,0.6007552363050483,0.4489273580315557
8,11,15,49,457,81,234,468,2127,0.4328208178729541,0.5099859022556391,0.5088903860917408,0.30676108308002076
8,31,10,21,712,382,115,95,1363,0.7361111111111112,0.3767605633802817,0.38839285714285715,0.4644454718440217
8,62,9,63,445,225,35,235,1113,0.8627777777777778,0.3380902360944378,0.3026872217858078,0.3653479099789607
8,77,5,49,561,29,40,113,1640,0.6902840909090909,0.5625,0.24583333333333335,0.24504348695333486
8,22,18,65,531,21,200,412,1241,0.32353117505995205,0.05061450839328537,0.5269886363636364,0.610872052620208
8,4,4,83,839,42,79,272,856,0.49137057790337446,0.40208333333333335,0.3149699585956845,0.4572838554840715
8,20,8,30,403,405,6,557,818,0.32891414141414144,0.32471804511278196,0.4716051638046523,0.30022055161726363
8,35,16,61,620,56,27,496,1538,0.5611240893253089,0.6766748366013072,0.3972985128906181,0.4434234262337451
8,11,9,44,632,185,58,117,1516,0.3496153846153846,0.44152911865462474,0.4826824345367864,0.4171063758244327
8,98,28,16,264,49,27,217,1201,0.53125,0.3711890243902439,0.27353998791800216,0.38153445411483117
8,6,23,71,832,178,241,165,1486,0.5852368220015279,0.5964575330772514,0.43465909090909094,0.41009190133718726
8,90,22,60,622,84,21,535,1200,0.5522044976182563,0.41517857142857145,0.4120379766201651,0.3615566423407034
8,6,5,47,469,89,62,125,1907,0.6184804175293306,0.2426470588235294,0.39004731656728026,0.409223361865644
8,55,2,35,537,338,39,50,1688,0.4589904143475572,0.36539091443028826,0.3571828358208955,0.4469973151930188
8,8,3,43,635,77,179,416,1838,0.7254464285714286,0.7010714285714286,0.39275985711420897,0.2941981615112311
8,71,15,76,299,18,31,483,851,0.2950221755368814,0.4685672514619883,0.48601236203511317,0.6491530971542661
8,7,6,90,503,328,50,83,946,0.5166666666666667,0.5511363636363636,0.27968660445935556,0.503349754718966
8,70,23,37,446,588,45,405,1838,0.6248206051195182,0.40267586392672977,0.49676020803578347,0.43769764012923285
8,38,1,25,252,374,91,149,1623,0.7062324929971989,0.45025917065390747,0.4647727272727273,0.45154787394257506
8,28,19,74,493,49,26,76,1536,0.4592591115800494,0.5308543249366919,0.5480674524125719,0.47047045150010175
8,28,11,19,627,156,28,162,975,0.5137896825396825,0.4172545862607338,0.47089672450901265,0.44086232622455673
8,25,17,83,829,28,18,237,1021,0.6416933066933067,0.15136054421768708,0.4099616858237548,0.22468357927810195
8,38,6,34,348,20,19,73,1529,0.5153508771929824,0.4080105633802817,0.34278651348179723,0.43364308802238394
8,8,6,47,409,265,244,95,2128,0.2701949776650972,0.2654499299719888,0.26927966101694917,0.2631448626514983
8,21,28,62,488,44,17,424,1024,0.700297619047619,0.37841530054644806,0.19602272727272727,0.4972225159362115
8,24,11,63,745,57,20,153,1411,0.5503917638824951,0.40719696969696967,0.33306928617875475,0.3759707839023742
8,18,5,53,280,65,18,141,1219,0.3118872549019608,0.49264705882352944,0.451998987854251,0.2899256370549869
8,27,15,52,405,51,208,186,1338,0.5116847826086957,0.7152777777777778,0.5992424242424242,0.37327881864196527
8,5,23,9,1180,27,9,281,1100,0.6260695187165776,0.4166363337901108,0.5107344902110348,0.47188421527793395
8,27,18,91,511,40,8,94,1616,0.7637061403508771,0.6975081699346405,0.6433270676691729,0.2880033230596167
8,21,16,43,192,54,191,332,1582,0.38732718894009216,0.28125,0.575411839534778,0.3461048202915827
8,37,5,40,473,77,183,132,1463,0.7351918855191479,0.3807773109243697,0.4975400457665904,0.35394058241190296
8,60,12,30,403,146,58,343,981,0.4452885597548519,0.47946428571428573,0.35994250264969113,0.4060441273796272
8,5,20,52,532,130,151,373,1405,0.6629224270353302,0.24583333333333332,0.4981060606060606,0.37270626975965776
8,25,25,50,293,51,329,310,1422,0.5749988443381235,0.41517857142857145,0.463468567251462,0.2806734501984861
8,11,20,30,463,121,8,115,1753,0.28380102040816324,0.5456150447984072,0.2841548273392326,0.4064114408131467
8,24,10,117,135,158,14,51,2032,0.5874368686868687,0.3520833333333333,0.4397548358074674,0.44448544522100375
8,9,8,40,634,140,26,192,2315,0.32115018188117095,0.35878823073945026,0.25159106244632556,0.31965787965344505
8,8,18,49,327,27,45,292,532,0.5936411691542288,0.484375,0.45605600539811064,0.19635152481088225
8,28,16,17,563,85,36,76,1327,0.49373543123543123,0.3784374866970329,0.5212907020515716,0.444359973796823
8,9,1,53,310,357,190,257,1334,0.45504792826221396,0.020161290322580645,0.6590466960575656,0.4824609469841298
8,29,2,43,284,43,237,153,1624,0.39503205128205127,0.3794642857142857,0.48333856906292616,0.4253044462960247
8,71,23,75,190,20,66,135,1640,0.32651515151515154,0.5111746542879447,0.5035382574082264,0.38939084088224457
8,39,46,103,707,227,23,94,1704,0.3133992961653145,0.5625,0.3551762907786362,0.48039072452108006
8,4,4,47,578,174,207,190,1758,0.5482723577235772,0.28425404252610137,0.5715175585284281,0.4800489679101537
8,22,5,54,685,173,177,355,1991,0.4505172413793104,0.47905192761605037,0.2491956080677885,0.3401421677007472
8,56,10,51,588,64,25,46,1699,0.4087719298245614,0.44268433179723504,0.46496787088755376,0.3239197922780453
8,18,26,40,995,375,23,98,1227,0.29086538461538464,0.3727762028020872,0.31068675989416755,0.49465252727595727
8,112,15,60,560,258,13,90,1483,0.3102453102453102,0.516017422748192,0.23383134130146083,0.3223356916760197
8,26,26,58,872,19,5,281,761,0.6294642857142857,0.3194601086048454,0.5085193662445215,0.4167680155150697
8,3,16,64,323,245,52,435,1481,0.4834908293460925,0.6139112903225806,0.1933095606663718,0.5453250235730185
8,13,9,31,547,179,59,390,1303,0.6260416666666666,0.5078670634920635,0.27934609250398723,0.6018008329545886
8,13,9,23,595,34,8,523,1453,0.23717723004694835,0.5648809523809524,0.5525793650793651,0.3531546236664175
8,10,46,26,329,182,356,55,1325,0.5690118650352243,0.48577235772357724,0.5149738356881214,0.20809402162437454
8,35,6,58,1124,49,204,130,1574,0.3784445918066608,0.24181107354184278,0.5454129027751909,0.48029865514770465
8,5,6,56,712,17,58,165,1179,0.5289855072463768,0.4261402141501762,0.6650271739130434,0.3129776075354931
8,54,11,36,508,78,90,64,1048,0.4452380952380952,0.5171523084258037,0.4143923865364191,0.3844253665263889
8,7,9,43,511,16,232,136,2115,0.2874503968253968,0.4160714285714286,0.7477574370709382,0.3843069165786334
8,7,12,46,444,86,19,46,1908,0.4024390243902439,0.5022478070175439,0.3445789489569632,0.3657849409707878
8,5,16,33,544,261,75,153,1520,0.47447478991596637,0.32305821733922596,0.46517148526077096,0.5167387835870101
8,23,9,28,569,86,14,161,1505,0.5,0.7186106113999852,0.6192632850241546,0.30615877506710043
8,7,9,45,452,21,88,100,1260,0.4740324014221073,0.1875,0.3821984999812965,0.5411593573649585
8,16,12,64,252,155,86,67,1757,0.3470394736842105,0.17327235772357724,0.2615630323102128,0.2705449625246898
8,28,17,77,542,63,46,954,1798,0.15928723186864044,0.34042064406407724,0.35969430195950713,0.528005125823162
8,19,9,59,1025,27,29,413,1195,0.17387190392125396,0.5026978417266187,0.24835526315789475,0.3184669497169497
8,0,29,29,639,74,11,135,980,0.43214285714285716,0.6041666666666666,0.34433938223713334,0.47472077577616845
8,1,23,78,790,258,22,242,1044,0.6074561403508771,0.6098253880266076,0.45751811594202896,0.2820231528541597
8,25,29,25,681,20,38,165,1852,0.26840277777777777,0.382015306122449,0.5143636531118108,0.32922021628447395
8,29,7,33,399,270,221,170,2119,0.3650375939849624,0.5955105633802817,0.4344243494499249,0.42378039535666207
8,8,3,29,628,6,35,113,1761,0.5518267651888341,0.3728398617511521,0.5947440397141592,0.34914807908256384
8,10,22,59,668,214,15,556,871,0.41955029619503303,0.546875,0.6658270676691729,0.40473672635060787
8,9,6,97,446,427,75,74,1410,0.7547619047619047,0.47244623655913975,0.44803601042407015,0.3115497397102183
8,13,34,43,477,72,396,235,1216,0.2961309523809524,0.40575396825396826,0.40836924772359956,0.24031735187632397
8,20,4,45,826,60,35,132,1189,0.4392361111111111,0.4367354522454143,0.4735291829980631,0.4930955698053622
8,66,6,90,822,10,43,513,1510,0.6146134753081863,0.2887485481997677,0.5219946116685247,0.5321510208436949
8,3,1,25,592,24,53,323,2236,0.42760327112602226,0.44759389671361505,0.8043277310924369,0.4454788610548514
8,62,4,14,444,120,23,121,1673,0.4205756929637527,0.34300154973231894,0.34556171229900046,0.5635888139882392
8,3,8,68,698,281,47,358,1399,0.5416666666666666,0.6527777777777778,0.35373471557682085,0.31854766036149096
8,25,7,23,548,82,53,439,555,0.3194444444444444,0.33245614035087717,0.40283754806270333,0.31416354556999115
8,9,5,54,751,58,28,125,613,0.38779761904761906,0.4568452380952381,0.34771652394752195,0.31512149299382614
8,15,1,58,595,197,23,87,1449,0.4861111111111111,0.3628716744913928,0.40732573906056446,0.45730601680243793
8,32,7,79,656,14,21,207,1601,0.5271843577528879,0.5840729783037475,0.4265151515151515,0.5606704594236268
8,22,15,53,675,87,29,302,2115,0.16812865497076024,0.7254464285714286,0.4244523765874158,0.39485443303913126
8,35,11,84,585,46,56,399,1253,0.3763157894736842,0.5313725490196078,0.32008816986593547,0.39476111827037225
8,55,59,56,445,6,31,279,1376,0.35374149659863946,0.8891369047619048,0.29532688151538267,0.5246248009824166
8,8,16,39,255,89,7,213,763,0.4640949005501481,0.59375,0.42487041467304626,0.3459858410130969
8,10,18,26,268,106,38,55,1975,0.45418552036199095,0.3229166666666667,0.32931778468264106,0.5451762833576058
8,22,0,116,309,59,27,60,496,0.5027075330772514,0.3,0.48919952596423183,0.5406051345416468
8,24,14,27,510,162,5,86,780,0.6332270408163265,0.6451612903225806,0.6133844509241515,0.487221747682408
8,35,3,14,722,93,44,123,1470,0.3464285714285714,0.390625,0.5198722297602895,0.5305402342333853
8,53,13,119,337,70,20,48,1618,0.36993886918536234,0.7257092053629823,0.47816949322889846,0.39551630118308234
8,21,13,61,321,120,17,391,1074,0.32278712744090443,0.671875,0.35850151310677625,0.5320486978915365
8,7,6,42,269,265,200,101,1183,0.45655223004694834,0.27976190476190477,0.3137357411172627,0.42506483959403163
8,2,8,75,182,40,11,159,1564,0.6409090909090909,0.5645292207792207,0.7373511904761905,0.29071452805011894
8,20,9,26,361,129,178,473,523,0.25361134987159,0.6197916666666666,0.367741049537004,0.3408835528817018
8,12,7,11,382,23,381,611,1875,0.5422973527993826,0.449549168779938,0.5655239687848383,0.49765146125526805
8,19,7,31,210,237,28,159,2284,0.25380189419910687,0.430799168779938,0.20224366835349375,0.3855003833469463
8,26,1,95,583,90,44,131,1552,0.4660984848484849,0.5354049455168622,0.20665219611848826,0.5247213584534096
8,43,5,48,474,58,28,368,1627,0.3050595238095238,0.25341530054644806,0.4644771154040427,0.4551470626510534
8,19,2,48,724,49,209,412,1426,0.3973214285714286,0.3807773109243697,0.41349206349206347,0.3322298283258054
8,22,18,56,423,34,42,119,1542,0.6180792891319207,0.6366129032258064,0.3934293208808947,0.4738642949342747
8,43,3,14,418,69,43,86,1453,0.6926785714285715,0.40029761904761907,0.3909921923314781,0.5019917152761062
8,8,23,12,402,32,204,443,1009,0.45207601483216237,0.26136363636363635,0.5138532711260222,0.41805821235236756
8,15,5,34,314,105,208,298,1310,0.459767316017316,0.40327380952380953,0.366832729468599,0.48998939427926486
8,36,2,55,525,35,13,342,1420,0.36177082003036626,0.5970394736842105,0.7313529314888011,0.3797404230867077
8,4,21,32,203,72,49,350,1868,0.5194888412190062,0.7401978417266187,0.23308597537181638,0.6615212721536173
8,23,2,31,747,136,25,547,2069,0.36428387144331414,0.48484069886947584,0.5757495799868682,0.41342516393596473
8,18,11,27,631,336,14,36,1666,0.20556006493506496,0.40606844315635526,0.20590458846298584,0.5273480604701146
8,23,39,34,576,23,46,221,1494,0.7395833333333334,0.6176470588235294,0.4390569226095542,0.407265666710827
8,50,56,64,444,347,208,95,1279,0.5496482683982684,0.19682539682539682,0.4474130036630037,0.4131326352281987
8,12,9,52,481,71,7,173,1512,0.6948484848484848,0.3014112903225806,0.5190207135485774,0.5224904774329928
8,103,8,45,998,73,22,351,1755,0.40505675954592363,0.5208333333333334,0.725536693263855,0.3644460590577621
8,21,14,25,205,27,323,195,1774,0.5992424242424242,0.37728934499459255,0.5056414824374369,0.5840754692262817
8,5,2,34,780,157,13,146,2188,0.6250826391491227,0.5900510204081633,0.28834325149218076,0.54164008171849
8,31,3,43,437,6,59,116,1820,0.6183333333333333,0.4454854522454143,0.3540088383838384,0.541888782342646
8,37,17,26,774,299,59,118,937,0.19231874568009022,0.25,0.5093021838641566,0.4749465607418788
8,27,13,54,107,43,62,326,1816,0.41964285714285715,0.22939068100358423,0.5551610644257703,0.5158637803617692
8,12,3,56,296,51,14,108,980,0.5237558777429467,0.47942583732057414,0.4407449494949495,0.5023897969910386
8,8,18,103,225,148,13,456,1175,0.5079186428887624,0.5146865325077399,0.2583333333333333,0.32249727503899606
8,17,1,43,771,187,48,421,1297,0.4004365220785392,0.335093896713615,0.45379969148026933,0.5367788703281301
8,49,9,22,578,29,250,519,1082,0.5887681159420289,0.41638471177944864,0.4006999341238472,0.48055530157748905
8,7,5,38,532,15,231,425,1690,0.42310325148439903,0.4522058823529412,0.4488157894736842,0.4632168631900501
8,13,9,23,228,317,74,171,1013,0.6,0.3343253968253968,0.5957270580296896,0.5200562351342508
8,29,0,52,477,143,31,83,966,0.3942542270531401,0.35490631163708086,0.3645068938191186,0.41665573498044284
8,32,7,12,627,110,37,327,1785,0.475,0.26221804511278196,0.3712836677698056,0.31914278496393655
8,6,5,57,551,86,17,157,1168,0.78125,0.6257396449704142,0.37001225566504253,0.3288557127751242
8,30,2,47,138,43,48,651,1528,0.22051698137949122,0.5113636363636364,0.5741094130964821,0.38854958824558977
8,50,44,46,417,26,30,243,1210,0.37593283582089554,0.37851731601731603,0.4610822510822511,0.5168814344769616
8,23,5,68,748,167,16,281,1100,0.5920175438596491,0.359375,0.43184757493968023,0.3753627572964062
8,22,8,35,257,89,78,712,1225,0.43499263952892986,0.3150297619047619,0.47870614035087716,0.3793511619631321
8,9,12,74,456,43,17,273,1574,0.1621153846153846,0.6964285714285714,0.6591584105335392,0.3728295329333658
8,8,7,91,136,78,129,100,1258,0.42801724137931035,0.5339478417266187,0.6352334993008367,0.6016546813321488
8,9,10,54,231,244,19,469,775,0.0875,0.6119784980744545,0.5541042510121458,0.4477509119306787
8,20,19,11,335,6,48,149,1311,0.354033290653009,0.27512254901960786,0.4409058246402932,0.35088585439120995
8,39,15,57,346,83,30,235,1036,0.4840277777777778,0.3682005060088551,0.2916870505502655,0.5140335554551806
8,15,20,73,237,170,159,284,1453,0.28795477423065863,0.5558035714285714,0.23298245614035087,0.479775835242543
8,29,34,19,306,125,47,164,1720,0.4199810606060606,0.22492073654045486,0.5007892185163803,0.4774479859600588
8,9,7,97,488,213,17,585,1428,0.6176161557740505,0.37351190476190477,0.5530181623931624,0.33434174172668374
8,10,29,53,465,20,81,351,2137,0.5196891685736079,0.4701233561874789,0.590694073083779,0.4313912982234236
8,1,27,13,380,115,27,76,2366,0.19986314227306679,0.5625,0.6189263322884012,0.446099093904593
8,24,28,35,697,89,120,198,1782,0.5855914918414918,0.3839285714285714,0.48284279126670426,0.5133725172098541
8,3,33,31,307,43,56,68,2137,0.4449179292929293,0.5666666666666667,0.4296906469887469,0.2922605933142991
8,1,0,51,517,74,35,110,1731,0.7244879943502824,0.32090093529299485,0.269625350140056,0.36859517197264485
8,39,7,38,427,171,36,98,1141,0.4895833333333333,0.43682549844521673,0.4069732358920002,0.4512698541768309
8,28,15,51,872,98,47,336,1431,0.23897748592870544,0.44348731541082925,0.30647347312845014,0.46180764064666646
8,30,2,30,447,37,32,39,2744,0.25973762486751883,0.5052083333333334,0.4407738095238095,0.6196850937915187
8,7,19,101,247,30,14,118,1256,0.31349462365591396,0.4209558823529412,0.3619014030723575,0.44764759032271406
8,19,10,80,985,78,173,53,1772,0.45831400601818023,0.8020833333333334,0.31153000054996427,0.5605155377837624
8,13,16,58,223,225,47,123,1663,0.35610916860916864,0.2479707792207792,0.5879857541467362,0.46036061330464906
8,5,26,119,369,24,64,270,1666,0.6129229323308271,0.375,0.4952870813397129,0.4039738334239694
8,22,51,20,535,120,42,121,646,0.5214163366997375,0.3125,0.4773990635442464,0.47337903750396376
8,15,6,62,756,318,21,296,460,0.1641295862607338,0.29464285714285715,0.35508814005825956,0.6297685545951084
8,20,28,73,235,407,22,410,1396,0.38247852744864697,0.3366612554112554,0.4062719298245614,0.4194366289852993
8,6,7,50,588,37,27,208,1030,0.6348717948717949,0.35,0.562460387629152,0.27901455501835054
8,27,23,34,196,224,16,373,1387,0.5909946236559139,0.20220588235294118,0.4893644675954567,0.5030128108290546
8,7,11,113,663,23,52,304,1611,0.3630952380952381,0.4600694444444444,0.3918676094669666,0.4501141431537882
8,12,21,51,344,65,47,239,993,0.45778846153846153,0.5357142857142857,0.5017145135566188,0.5304669364017347
8,19,22,43,551,159,43,180,1965,0.3152591396935449,0.7757894736842106,0.46423976608187134,0.3128088158442553
8,52,7,22,872,223,12,126,1032,0.40615018188117097,0.3740808823529412,0.5665178571428572,0.44489123296301564
8,5,9,59,364,45,208,93,1405,0.6425520187405264,0.37910569105691055,0.29619245241257197,0.5068434946411324
8,2,14,41,562,17,113,146,1509,0.4308755760368663,0.44005102040816324,0.5096014492753623,0.3941648341605368
8,27,11,27,689,72,41,62,821,0.5955080409356726,0.5201612903225806,0.6028309409888357,0.42345133705931515
8,40,0,36,439,95,186,451,1634,0.1357142857142857,0.44766447368421053,0.591827731092437,0.42186868157568364
8,17,39,56,316,128,14,159,2177,0.6197619047619047,0.6558333333333334,0.33988053613053615,0.3007967977924237
8,6,5,37,711,23,21,207,1839,0.47607340479352434,0.38121753059339647,0.42083333333333334,0.613922838494479
8,49,6,64,462,73,88,137,1205,0.6103625774066351,0.6188725490196079,0.42189350400557296,0.4382567303719653
8,3,21,102,816,43,13,365,1083,0.6074561403508771,0.3515422077922078,0.6193381691408008,0.5034593177812181
8,2,34,14,611,129,356,164,1274,0.5632396449704142,0.26740372407955987,0.5259996334886965,0.26016788517048006
8,14,8,44,325,157,56,444,780,0.5639225181598063,0.6333333333333333,0.38545414831900465,0.3492663742393197
8,7,7,46,643,98,37,215,1985,0.48233695652173914,0.3520499108734403,0.5265151515151515,0.5847349779664012
8,16,5,20,309,226,190,853,724,0.32785087719298245,0.275,0.4308931419457735,0.40191053432579493
8,15,32,41,737,54,54,193,2262,0.5826612903225806,0.6994047619047619,0.3404254023706861,0.37682515493360325
8,9,28,52,892,34,43,200,1861,0.3109003569529885,0.353494623655914,0.638501021924935,0.42312611089839575
8,14,2,25,723,59,395,199,1603,0.43064692982456143,0.48779030054644806,0.5961860452349582,0.3400298832050301
8,34,11,31,734,63,26,456,1520,0.3974747474747475,0.34702956989247313,0.71643875192604,0.4568428786403107
8,51,2,18,619,54,18,198,1439,0.551184615566111,0.3492063492063492,0.560310391363023,0.52552093149222
8,20,9,25,641,35,50,120,860,0.7391343716044911,0.17708333333333334,0.36625,0.6880044580498476
8,53,20,47,401,239,32,84,1820,0.5003200204813109,0.375,0.45095693779904306,0.3026031884844034
8,30,9,11,437,28,24,144,1383,0.3863268899108939,0.5208333333333334,0.47551220444018383,0.6675592828095432
8,37,8,44,324,39,20,251,1157,0.4733186842986808,0.4332142857142857,0.6133605072463768,0.5314400744590407
8,7,5,49,767,20,62,27,1408,0.6120295698924731,0.5277777777777778,0.5478708296544503,0.2854005592973326
8,18,14,55,707,42,9,385,1390,0.40076712503183093,0.4920516641828117,0.577801296720061,0.363641666750599
8,17,8,65,314,31,194,117,1329,0.3772772366522366,0.5511363636363636,0.17492099814754275,0.3912934117662712
8,5,26,27,366,36,26,422,958,0.47941468253968256,0.5203449005501481,0.2829248641284444,0.39167154663067716
8,33,2,32,919,134,28,376,977,0.366690074906367,0.5776470588235294,0.2696677232593632,0.39727957964857025
8,30,12,43,667,30,19,454,1109,0.4444444444444444,0.29375,0.5734146746347941,0.575180626202343
8,3,11,28,468,192,28,400,1278,0.5121527777777778,0.39889705882352944,0.2972656885720795,0.5637794916506059
8,37,36,31,420,316,6,176,1375,0.5331772053083529,0.7027777777777777,0.4717765615017937,0.24007773013970707
8,39,28,61,587,46,41,133,1208,0.4065109744057112,0.4804474371782064,0.22866300366300366,0.37747486841005723
8,10,2,39,342,126,252,545,1375,0.4096153846153846,0.7133615371055879,0.7561011904761905,0.35134466637217915
8,15,8,32,571,192,94,487,843,0.7355581576893052,0.2830105633802817,0.4039135356765954,0.39127093983124284
8,35,5,69,581,90,58,632,1351,0.6458333333333334,0.6334978070175439,0.4375662287399285,0.5852908127232246
8,54,13,18,513,37,35,356,1984,0.3169642857142857,0.75,0.43811009406345514,0.3507035504963254
8,20,13,37,291,117,124,372,1518,0.32359877701961354,0.49448672911787667,0.36934126180836707,0.257767034270682
8,52,23,73,531,61,16,94,1318,0.37593283582089554,0.3493279569892473,0.4390151515151515,0.28334367075897465
8,15,3,40,473,184,39,312,1221,0.41755050505050506,0.36102263486039576,0.30013673482253417,0.4509360915829906
8,11,17,107,762,268,50,114,706,0.42086091119393393,0.4181547619047619,0.5872969023962595,0.2734768959648306
8,36,9,45,453,85,210,111,666,0.4899412393162393,0.4451003147128246,0.30080814799959543,0.33250813199755425
8,6,6,107,649,92,196,101,1078,0.64125,0.46113556338028167,0.4894764409567041,0.2556633609830866
8,1,22,59,411,91,151,52,839,0.5098420685988744,0.2232142857142857,0.4889705882352941,0.34147911917061285
8,58,2,38,443,27,236,350,2339,0.3125,0.51296768707483,0.282408714220939,0.21599760987845265
8,39,8,40,222,19,32,130,1641,0.47475401792300004,0.3214285714285714,0.16643736181656724,0.571530629426212
8,31,38,43,382,37,400,371,2347,0.560064935064935,0.47326193967323,0.4938653790433584,0.3041603693517056
8,48,3,37,433,109,35,421,2456,0.3125,0.29473039215686275,0.6885319925071478,0.583944082910663
8,7,14,38,628,289,72,84,1301,0.23921451355661882,0.7544642857142857,0.6503878066378066,0.6016195762713372
8,43,34,33,446,54,26,414,1009,0.375,0.375,0.33049242424242425,0.5973458719412045
8,54,10,61,472,184,58,179,1461,0.6170223577235773,0.3333333333333333,0.5772248803827751,0.4294195796522687
8,47,15,24,419,48,53,106,692,0.35836038961038963,0.20255987292277614,0.18201754385964913,0.47993469950186635
8,43,13,11,512,198,22,49,1537,0.5625,0.3794642857142857,0.4785027472527473,0.4443811056230988
