"","N","inf.A.all","inf.MT.all","inf.S.all","inf.T.all","tot.A.all","tot.MT.all","tot.S.all","tot.T.all","prev.A.all","prev.MT.all","prev.S.all","prev.T.all"
"8668",25,252,29,134,1351,NA,252,461,4568,0.379980316479434,0.510582607598132,0.539734964676252,0.483337206308656
"8669",25,236,48,116,1976,NA,289,1310,3989,0.489035045584271,0.472942674431883,0.561278380199735,0.395696473609575
"8670",25,191,43,164,1261,NA,77,1313,4180,0.321610603812759,0.473952380952381,0.491235882719095,0.422143017697827
"8671",25,NA,50,116,1085,1250,95,990,4430,0.389263158620136,0.34338856187777,0.486893161870572,0.490488176235552
"8672",25,NA,36,148,1971,1825,229,690,3953,0.353233481434577,0.57979549721528,0.438194329566885,0.427130374842898
"8673",25,NA,63,101,1169,1345,42,1006,4367,0.426215514801087,0.499639010533791,0.498148867882841,0.470724073332166
"8674",25,NA,42,173,1667,NA,353,980,4704,0.561376092243344,0.416483308840418,0.488098438719327,0.469954404502853
"8675",25,104,15,123,2082,NA,266,789,4936,0.552400774835677,0.453893612382821,0.410117917033624,0.440277429606509
"8676",25,491,39,172,1893,NA,200,671,5084,0.42829704351813,0.315085853130479,0.52276710926205,0.389264870729229
"8677",25,149,20,222,1180,696,138,1028,4557,0.521515534777961,0.417265228672114,0.462018023971718,0.425421547136544
"8678",25,115,42,209,1656,NA,108,698,4449,0.375241584148617,0.272260168903224,0.502187658271705,0.40360422108312
"8679",25,NA,22,111,1401,643,80,1329,4394,0.4264361649636,0.376460192339847,0.468183525646058,0.397168737214319
"8680",25,166,67,89,1781,NA,340,1414,3613,0.500379813812553,0.48841742190663,0.450236634851822,0.37572710979011
"8681",25,NA,43,102,1764,NA,352,1106,4123,0.376707252028195,0.506276007765216,0.527897776380989,0.418314303854415
"8682",25,NA,19,202,1041,NA,144,460,3818,0.525098896498602,0.451462403738407,0.439966904029015,0.435036341623281
"8683",25,138,36,114,1712,NA,440,509,5215,0.398913160684321,0.384829838581781,0.417218158221858,0.434876093450832
"8684",25,NA,23,144,1755,1227,284,1549,4278,0.466508541673607,0.61826113671275,0.489131434646096,0.391926579404988
"8685",25,94,56,239,1933,NA,138,1038,3891,0.395731533188216,0.426363636363636,0.375958618644143,0.485017760240166
"8686",25,285,34,118,1576,NA,84,487,4449,0.3941502339566,0.474354995331466,0.499142878830838,0.389256865467851
"8687",25,407,30,139,1428,647,254,488,5315,0.311390850367419,0.514352061345513,0.497406701929933,0.440894961027052
"8688",25,NA,33,134,1551,288,232,996,3805,0.301322960437046,0.479388134270102,0.389339318878339,0.356175567387843
"8689",25,101,65,188,1401,295,162,580,4604,0.457184662762893,0.416309309860016,0.475730948889387,0.444573041827838
"8690",25,NA,33,196,1609,NA,95,875,4711,0.441420859332862,0.359321029847346,0.411158694520449,0.387675667750646
"8691",25,NA,67,238,1496,NA,85,303,3832,0.41949891983055,0.411565079365079,0.468796558720782,0.428396976529218
"8692",25,142,49,175,1782,NA,60,852,4670,0.427934680601431,0.398290267982482,0.53602962120038,0.38133108596906
"8693",25,NA,34,168,2108,NA,119,381,4222,0.44125615629651,0.379699435518961,0.459675505171157,0.477140893115025
"8694",25,548,44,121,1576,369,68,639,4367,0.45645942582351,0.437695112341558,0.514162848975525,0.499786178015476
"8695",25,435,38,122,1549,716,350,384,5121,0.407524130465148,0.545142857142857,0.485135302691508,0.400419964455927
"8696",25,395,51,162,2066,355,114,770,4327,0.553413602816378,0.52345332096692,0.392082176775916,0.480055571050637
"8697",25,119,23,143,1372,724,294,567,4136,0.440297068488337,0.449483849904946,0.534589313036705,0.445844859996588
"8698",25,251,34,103,1761,NA,236,789,4998,0.380990937030375,0.33168274778142,0.43205572271606,0.412461528936837
"8699",25,433,28,122,1156,NA,76,839,4529,0.363780599759902,0.351761904761905,0.448112326749724,0.461789357416738
"8700",25,287,53,138,1366,NA,235,1078,4149,0.42825966287319,0.615881304779976,0.489583319885069,0.342487946434053
"8701",25,429,81,157,1736,1269,277,865,4956,0.319135185749497,0.528356676003735,0.535169443198153,0.45406027042187
"8702",25,NA,41,196,1657,475,282,604,4077,0.52494825939918,0.384853442183759,0.354042642163718,0.402188359691051
"8703",25,NA,44,156,1606,NA,176,705,4536,0.413494865648326,0.391098444949059,0.408028383084715,0.388207017399318
"8704",25,255,5,145,1560,1029,603,571,3934,0.345239024116556,0.342665066026411,0.462637172316225,0.394078854241114
"8705",25,69,24,168,1719,NA,231,338,3967,0.425915351979043,0.409506463934547,0.392218982346026,0.403960420772452
"8706",25,NA,21,112,1415,NA,226,697,4971,0.410625719933388,0.519537067777669,0.42489276365767,0.356600808356273
"8707",25,78,26,210,1719,1209,127,518,3456,0.348454246593804,0.462145909096008,0.470556082131432,0.437008792290721
"8708",25,348,52,139,1303,149,76,995,3401,0.467186794734108,0.54702683982684,0.477818674658826,0.347519081134065
"8709",25,133,28,166,1667,1002,164,971,5478,0.407455875094173,0.498375981916501,0.4644438441522,0.438745458596678
"8710",25,83,45,113,1614,793,424,581,3385,0.464524328226928,0.610572549019608,0.394501763041526,0.381487144864066
"8711",25,36,42,102,1561,430,280,598,5534,0.633865995638462,0.486555555555556,0.504353110499889,0.456341946651453
"8712",25,NA,59,181,1881,NA,107,331,5421,0.379980523751218,0.385239215686275,0.413604479845486,0.41777065141887
"8713",25,552,13,171,1607,NA,129,1391,4785,0.494886542710778,0.543077516371574,0.480548678564888,0.374893613847669
"8714",25,NA,70,220,1764,NA,291,710,4822,0.352231138532802,0.485222222222222,0.485495941133333,0.434238003279795
"8715",25,NA,37,240,1530,NA,140,1103,4513,0.451657140008178,0.411158547447756,0.480388540030861,0.476409329830932
"8716",25,459,12,207,1789,NA,319,933,4163,0.47410301290923,0.502613012938286,0.386856899668275,0.512485742721915
"8717",25,64,48,149,1389,654,329,757,4045,0.290730610405178,0.475693432302498,0.422763715103834,0.417457462417429
"8718",25,NA,67,114,1540,NA,308,1065,4956,0.381402677859906,0.387363636363636,0.393943857774579,0.454701342254096
"8719",25,NA,30,164,1583,NA,125,1323,4572,0.386727980334516,0.52547619047619,0.502946908604389,0.415514398934043
"8720",25,259,52,134,1239,NA,91,777,3768,0.565698541361376,0.334612397443994,0.516135866256424,0.368538209164252
"8721",25,NA,46,98,1640,NA,47,605,5822,0.456400908949966,0.632402291442893,0.39924765866451,0.299763829664991
"8722",25,NA,37,168,1384,157,61,1248,4750,0.534034365207274,0.504754944402003,0.462388563339416,0.431679432725133
"8723",25,NA,42,192,1643,1056,272,688,3870,0.383887613575752,0.374285714285714,0.493668254524437,0.430621607373472
"8724",25,NA,17,129,1403,443,195,1205,4049,0.454873624423766,0.423711362870547,0.445043890466129,0.427996426816526
"8725",25,NA,49,181,1370,NA,299,1066,4283,0.314460610299744,0.320087976539589,0.412084972037324,0.401237707477498
"8726",25,74,31,225,1722,487,204,479,4604,0.265050937676462,0.373607898097107,0.461916901678633,0.409161804543637
"8727",25,187,5,97,1882,NA,295,347,3992,0.438830105960563,0.445466762314682,0.385618450875404,0.415868450319115
"8728",25,394,42,134,1371,394,285,910,5297,0.437694594577389,0.425758513931889,0.50084877387231,0.442509501450298
"8729",25,259,45,190,1740,NA,84,1037,4330,0.389160920722293,0.442578610460578,0.358488822292741,0.458081807875465
"8730",25,122,49,143,1686,NA,119,947,4749,0.387740064651296,0.521656240652532,0.484798990024693,0.455218973039482
"8731",25,NA,36,233,1234,516,307,908,4018,0.363308536147232,0.41250525860393,0.462417757096868,0.480135605581758
"8732",25,199,47,165,1655,239,343,1293,3816,0.405506169518195,0.421246866072161,0.463361856775636,0.387867217075022
"8733",25,NA,48,272,1326,NA,158,639,4236,0.286984001025367,0.566867326011539,0.46665875296696,0.498516998572195
"8734",25,NA,36,233,1940,1093,317,959,4709,0.493989611290377,0.343182795698925,0.519221980092864,0.451251528632053
"8735",25,106,54,223,1869,440,52,970,4449,0.497234344686082,0.415623924252008,0.571456624945819,0.317825514533251
"8736",25,NA,23,150,1283,433,327,741,3943,0.55291075932957,0.443885012239719,0.420916768888283,0.427727846673525
"8737",25,NA,14,237,1879,1241,45,860,4873,0.468295220790795,0.484406930988861,0.364039585678957,0.466065591070207
"8738",25,NA,22,162,1244,NA,77,844,5631,0.390651222347271,0.342824161922834,0.487776527820006,0.3604492136476
"8739",25,NA,43,185,1823,NA,352,512,4227,0.414100729051829,0.443445745623982,0.359950140693051,0.410902699911165
"8740",25,NA,58,110,1313,NA,104,653,4145,0.519468462720076,0.309405701919301,0.403063330703071,0.424870175400922
"8741",25,241,40,172,1805,1696,142,909,4646,0.315318519471346,0.612621718230001,0.430928872457087,0.361870627954438
"8742",25,NA,34,188,1619,464,171,668,4056,0.533781642074536,0.257958540154703,0.358678025589573,0.421595757361688
"8743",25,283,44,162,1840,950,136,724,4164,0.507253314249066,0.360166644632601,0.474541049112535,0.429232891158327
"8744",25,118,44,138,1237,NA,84,747,5055,0.420899812889583,0.414858375021563,0.447831574548329,0.441706657266091
"8745",25,NA,30,167,903,NA,478,519,4189,0.271210897348717,0.56394760538428,0.378306801234809,0.434952208339506
"8746",25,229,78,128,1764,404,174,1314,4328,0.538152021241932,0.467970935019562,0.441059054531746,0.375302689242204
"8747",25,NA,32,139,1385,351,120,418,4228,0.3126560591063,0.478782632670293,0.488898236610311,0.458247256390347
"8748",25,85,35,131,1785,1317,266,1222,5444,0.499381289265827,0.376050473309302,0.332987012568578,0.36703723612786
"8749",25,75,42,130,1502,NA,302,500,4805,0.603647137796877,0.521927384443513,0.437219286175218,0.43567068098276
"8750",25,373,29,144,1724,NA,75,685,4716,0.456280533469938,0.489600496699168,0.447801879381742,0.411463014070184
"8751",25,NA,31,142,1622,1160,110,704,3900,0.4902709476942,0.423442852885908,0.42745635567832,0.403130858582189
"8752",25,NA,30,136,1366,NA,281,849,5383,0.564101464200359,0.531653225318905,0.366321538571745,0.384755583553893
"8753",25,NA,61,185,1498,NA,374,400,5117,0.504237591250385,0.584851519624243,0.476219900079731,0.421223881053168
"8754",25,172,26,110,1822,NA,142,757,4598,0.403096389834359,0.359431281455672,0.503358038163275,0.431673042179308
"8755",25,NA,44,209,1753,NA,81,1005,4358,0.524209996159466,0.382705084276003,0.397070608693233,0.384796618274856
"8756",25,NA,60,196,1837,NA,191,295,5040,0.526415713651554,0.509618169848585,0.433212249163637,0.413310397221128
"8757",25,NA,38,175,1629,736,251,870,3856,0.39337566755812,0.36492620273916,0.380488120795888,0.486787353454363
"8758",25,112,29,151,1649,NA,571,571,4201,0.490701004295792,0.534172261254228,0.366841591731497,0.456542197277114
"8759",25,NA,48,103,1615,NA,129,1161,5041,0.335025623503435,0.400921830951559,0.556370228402957,0.420461753893653
"8760",25,NA,33,101,1933,NA,149,588,4458,0.380211141552112,0.509408963585434,0.423442744552036,0.388860151104363
"8761",25,NA,38,234,1928,NA,191,774,4061,0.470755185455121,0.378522208883553,0.462828901816336,0.398741904098866
"8762",25,NA,62,225,1431,912,103,1037,4788,0.349882749098748,0.514878775484234,0.504874017412816,0.435938281754694
"8763",25,277,26,128,1615,NA,317,641,3521,0.484654152612862,0.389118279569892,0.510764408668953,0.453702842464406
"8764",25,95,29,234,1864,NA,334,975,4710,0.394765138682664,0.494619047619048,0.496044394056106,0.336635718263572
"8765",25,NA,37,93,1199,NA,119,750,4971,0.375382230598873,0.450417987137611,0.300619113579346,0.420696618774797
"8766",25,402,34,138,1647,1694,118,591,4347,0.468521628242558,0.498611367127496,0.438549331724916,0.438753960618341
"8767",25,NA,64,139,2218,1394,121,971,4226,0.457263911115065,0.446157495256167,0.456352297520641,0.371432973424016
"8768",25,247,53,189,1870,667,238,1353,4692,0.412094061935628,0.52434761479067,0.400344025439539,0.54686041382038
"8769",25,121,36,140,1457,NA,281,1020,5010,0.430255291674068,0.453363177529076,0.414884000898683,0.431805387035053
"8770",25,NA,37,173,2230,531,227,954,3983,0.496801269308258,0.381751678906386,0.561908749037986,0.381040662687322
"8771",25,NA,47,280,1605,NA,116,1241,4021,0.276826051391664,0.494986023500309,0.410191137815793,0.407923924859175
"8772",25,325,14,187,1917,NA,251,737,5129,0.412543590900098,0.491260281964834,0.352106223043151,0.43088458758607
"8773",25,NA,51,195,1813,NA,242,715,3031,0.508318676070807,0.615977060749784,0.39196422350925,0.373726424895402
"8774",25,275,41,236,1820,NA,185,672,4571,0.611901196842373,0.47899198589385,0.389351682676548,0.364716341730403
"8775",25,NA,24,256,1419,NA,86,589,4846,0.391360512174148,0.479711276226467,0.52998784111526,0.404165393819572
"8776",25,358,40,204,1514,1638,256,965,4087,0.371469456343309,0.501224212852296,0.465109180595569,0.370939588340089
"8777",25,NA,31,146,1463,NA,126,539,4081,0.436882554536539,0.373311383569821,0.412796689856383,0.404387502884058
"8778",25,544,31,203,1995,NA,207,486,5392,0.370916784457886,0.482970963995354,0.501343587140787,0.496138600300997
"8779",25,93,50,153,2035,1183,112,694,4846,0.566571865032318,0.464691597388596,0.36252177198154,0.385226122229826
"8780",25,240,29,182,1116,1430,143,789,4675,0.276542839357793,0.421502601040416,0.462280032511149,0.428625606756415
"8781",25,68,33,124,1619,703,407,805,4299,0.463897825868023,0.317557641833645,0.420958277463765,0.479113204635287
"8782",25,67,45,174,1438,NA,50,425,5018,0.444592871506767,0.49030303030303,0.499561464999467,0.429628878839186
"8783",25,306,27,137,1479,NA,100,1089,4698,0.490455767439298,0.428486869722683,0.420856819652713,0.465479630539415
"8784",25,142,17,168,1777,615,119,984,3895,0.389668248067503,0.534363187855788,0.51521855159103,0.412499250640921
"8785",25,NA,27,110,1772,1062,81,1398,3735,0.420997182882103,0.390804673215505,0.341515309665869,0.486458067895655
"8786",25,NA,22,266,1992,NA,95,582,4216,0.374930142067773,0.362512378264321,0.477512205639572,0.437319841188174
"8787",25,98,94,242,1532,513,106,642,4723,0.357160633677287,0.385782824462986,0.524385828498964,0.419012345945421
"8788",25,NA,38,175,1458,749,110,691,4826,0.391751475219083,0.368991572274505,0.378794390008029,0.419032755064036
"8789",25,NA,36,87,1699,292,234,780,4694,0.480484963845921,0.403241698921861,0.42252656556979,0.517198383562999
"8790",25,NA,75,184,1692,501,393,853,4321,0.323288819982406,0.442408587451032,0.443497151586723,0.38392069802815
"8791",25,400,27,197,1649,658,152,484,3871,0.406988907209327,0.452386725422539,0.434656156040514,0.435211520467513
"8792",25,87,48,216,1223,NA,68,985,4561,0.471283632167271,0.419819047619048,0.45631186641571,0.447336722519092
"8793",25,NA,49,234,1767,NA,190,764,5238,0.424096165942895,0.525172178174497,0.449507874277754,0.414695118336874
"8794",25,177,61,146,1412,NA,53,483,3728,0.457678619587873,0.469479205171805,0.46520964387498,0.44335407007752
"8795",25,NA,46,169,1565,833,342,1695,4485,0.473215255496654,0.490427162581009,0.459835370728016,0.45386859019131
"8796",25,NA,55,197,1477,NA,300,619,4344,0.443523891637892,0.374149815073154,0.445507673865814,0.365464961866439
"8797",25,186,47,121,1503,NA,355,313,4667,0.316810421318289,0.580230302647375,0.38600269460714,0.475437565899522
"8798",25,338,35,103,1625,NA,190,672,4524,0.472752031825658,0.388801843317972,0.385206457813081,0.405392906720632
"8799",25,NA,23,177,1359,NA,476,559,4254,0.448830248417345,0.410841359589006,0.461381405885268,0.43081585214265
"8800",25,NA,11,169,1695,1338,187,543,4583,0.416000140511803,0.452532722179781,0.412329894992537,0.445041855867704
"8801",25,396,26,170,1884,560,484,745,3536,0.368705568789688,0.408560855255093,0.473199990568627,0.41316290734869
"8802",25,NA,45,172,1917,NA,239,1227,4680,0.378150437328318,0.491015249266862,0.484996011420255,0.469093140317925
"8803",25,188,11,147,1796,NA,234,685,4112,0.570274818774422,0.319322217965273,0.589726881427903,0.420249786812372
"8804",25,NA,34,172,1410,886,92,697,4536,0.443250104714355,0.523509961291891,0.35134896438773,0.432401328696757
"8805",25,NA,35,132,1808,NA,120,999,4888,0.5025022030555,0.50188869511658,0.455991726262326,0.476076277361974
"8806",25,265,42,143,1080,432,74,1385,4149,0.359358028668764,0.321878060527438,0.382591558270399,0.497705445780024
"8807",25,NA,69,135,1483,267,74,645,3942,0.46796020307407,0.545609199276644,0.342405775378033,0.447668324153687
"8808",25,NA,38,180,1755,NA,86,1181,4744,0.378766168431339,0.460198922353322,0.513605441798192,0.40212236985362
"8809",25,277,54,161,1504,NA,328,532,3478,0.397881565140444,0.498356374807988,0.4168875604607,0.417921525035413
"8810",25,208,52,195,1416,1124,297,1032,5003,0.470382729048713,0.432747507265817,0.50050406336215,0.483544577378805
"8811",25,380,21,203,1846,NA,490,606,4483,0.580781803017275,0.338009084621355,0.424411671251411,0.443225721768304
"8812",25,NA,40,279,1163,NA,85,633,4575,0.536720497948405,0.43042081337466,0.469392407839028,0.388732619826535
"8813",25,220,28,166,1606,NA,159,785,3923,0.386822030912661,0.363815105058417,0.471706218033498,0.400677355374793
"8814",25,NA,37,165,1851,NA,140,903,4937,0.427428571428571,0.419141180952958,0.406339066068711,0.481766650657434
"8815",25,NA,64,130,1703,1093,103,938,4104,0.70061315168441,0.609296616837136,0.315372512154789,0.455945159755784
"8816",25,NA,29,158,1582,NA,306,862,4428,0.473087303667894,0.609727678258946,0.449077394645739,0.399667072518955
"8817",25,60,24,174,1600,271,103,795,4410,0.29607048503401,0.483806488051114,0.446608489233999,0.396233944759665
"8818",25,NA,18,180,1726,281,282,854,4453,0.407946956768023,0.429702400429577,0.586375965713536,0.3546856206587
"8819",25,NA,44,234,1714,206,170,651,4092,0.479000488388749,0.574934606100505,0.443562601004624,0.443151891020885
"8820",25,58,66,216,1790,1339,64,847,3950,0.524442656214287,0.289970107001155,0.381819352399041,0.455877091223311
"8821",25,NA,40,76,1483,NA,425,365,4773,0.472019149371561,0.386736359379414,0.467359249988463,0.425259705744113
"8822",25,NA,38,157,1469,NA,497,769,4494,0.441559359869899,0.366108320373312,0.432945051716566,0.440128884492437
"8823",25,411,38,208,1517,NA,314,689,4804,0.553131244838303,0.406545709192768,0.361314515315316,0.464469363478168
"8824",25,288,26,180,1377,NA,190,430,4573,0.323258825554833,0.509409387729132,0.48368018330529,0.437898275128812
"8825",25,NA,18,131,1488,NA,269,568,4182,0.465824615868112,0.330658618376928,0.418861245855283,0.472082851228844
"8826",25,183,47,143,1462,NA,334,879,3544,0.362658493010007,0.445295238095238,0.457208934228989,0.399749602734729
"8827",25,116,23,145,1519,1074,483,918,4115,0.378084670280908,0.276295187617756,0.535845004144814,0.431647641490434
"8828",25,NA,80,208,1827,NA,49,1259,4405,0.397754061035802,0.408410806903407,0.472936255489388,0.439292797712004
"8829",25,271,63,181,1215,515,245,871,4878,0.528341279124319,0.472809523809524,0.466563708975824,0.419085770371906
"8830",25,NA,25,92,1693,869,133,562,4766,0.619737023799052,0.450793477891814,0.424984931951733,0.420979234470247
"8831",25,367,8,111,1611,NA,276,913,3745,0.449429218163068,0.484801936522565,0.503689310413587,0.403093467807221
"8832",25,79,23,194,1706,NA,133,1160,3892,0.477984951668374,0.479346302549797,0.55195179378743,0.430333760992631
"8833",25,NA,44,157,1405,1200,138,1171,5044,0.378544413150882,0.463374538915058,0.435715305920813,0.420422860742518
"8834",25,49,20,114,1273,461,199,696,4095,0.50377368920435,0.479653440548221,0.433581027375654,0.420774189907777
"8835",25,203,61,109,1496,835,169,694,3911,0.401209753548442,0.435534344277044,0.578184211721192,0.378875689866009
"8836",25,NA,55,153,1096,NA,265,566,5173,0.403458934950365,0.429703540432566,0.553902718041401,0.442933541972456
"8837",25,145,70,92,1684,730,115,1401,4472,0.595745395680088,0.457618721887738,0.525890501649308,0.44247644098221
"8838",25,350,52,204,1967,NA,113,966,4203,0.403916821030391,0.520053785542994,0.348798710058403,0.402265177739966
"8839",25,NA,21,154,1653,1059,94,444,3630,0.43173186287865,0.261440870903454,0.524366246504023,0.376298335925354
"8840",25,NA,26,185,1522,763,265,496,5435,0.484344342002314,0.515329728307965,0.417066817180767,0.487882092421373
"8841",25,212,48,145,1443,1209,337,655,4395,0.381881580517043,0.61372380952381,0.386887859060222,0.415959146910044
"8842",25,NA,42,201,1821,602,67,662,4810,0.401213662942783,0.317398268398268,0.459967679368098,0.325545433189817
"8843",25,NA,44,172,1855,372,96,864,4451,0.356611370477351,0.445424513665115,0.489794042972466,0.453779441075214
"8844",25,NA,49,104,1399,NA,85,611,4481,0.308025135523302,0.536248331590701,0.411867125908454,0.416522840803587
"8845",25,334,42,172,1519,NA,318,806,4393,0.541077760872548,0.459381331166085,0.531690902132178,0.48365179370447
"8846",25,NA,60,211,2298,1107,284,952,4590,0.442184799240759,0.39946627311867,0.47295199897236,0.427124059536201
"8847",25,201,22,102,1597,775,113,1096,4264,0.452243007180948,0.394620244384595,0.407946394819409,0.42631320609163
"8848",25,NA,57,215,1352,NA,139,685,4563,0.410165854261885,0.464135176651306,0.485447060975069,0.422982401088278
"8849",25,NA,53,160,1487,1244,127,1047,4495,0.368211501201271,0.344218487394958,0.475535116880344,0.39349664201696
"8850",25,210,24,150,1458,315,368,754,5445,0.646844045626753,0.420933656087502,0.539070745944266,0.363559054421253
"8851",25,NA,56,169,1361,NA,244,938,4617,0.446965200504316,0.387988560880245,0.436159061141203,0.410051108252245
"8852",25,NA,41,184,1360,NA,334,776,4249,0.525003853430227,0.389908173795834,0.341854432594196,0.346929425367643
"8853",25,224,56,164,1168,850,261,631,4337,0.401164962844433,0.369317311760367,0.3316147721881,0.42724528881796
"8854",25,NA,33,117,1755,1126,114,663,4326,0.34380640070162,0.338698620797293,0.516611160066361,0.398060103004446
"8855",25,375,59,128,1620,487,42,1290,4078,0.386162765694478,0.471253642522658,0.458352165679532,0.435966576070054
"8856",25,82,28,191,1857,1034,208,424,4046,0.319580352822813,0.247075418170086,0.417385193041101,0.401421367718112
"8857",25,438,26,121,1828,790,137,1008,5655,0.598901726402041,0.493950039032006,0.380876822074918,0.490474012347028
"8858",25,NA,51,139,1688,804,128,690,4890,0.49798909746694,0.513634954788801,0.471906158682979,0.463267402440723
"8859",25,239,55,208,1214,655,90,691,4658,0.486292928023943,0.371386133356961,0.403113163062488,0.39924590860562
"8860",25,68,46,234,1589,283,345,475,4216,0.316588379942633,0.566571428571429,0.499893765924356,0.433652408429303
"8861",25,58,40,139,1704,1297,261,620,4319,0.551872794672083,0.383545973228001,0.505693086796396,0.401529110709694
"8862",25,68,59,193,1328,NA,234,444,4827,0.410607146298271,0.487519891985571,0.42870710230124,0.415028069725795
"8863",25,228,39,175,1693,NA,166,560,2736,0.523665840145043,0.487291506415275,0.460603194108371,0.442738124178209
"8864",25,617,39,135,1845,1254,266,398,5200,0.344939115875197,0.634257036147792,0.425800468515539,0.402924612898379
"8865",25,73,31,142,1679,NA,217,840,4495,0.533026284838674,0.492354032887613,0.408381057659951,0.431302635260761
"8866",25,NA,17,193,1518,1221,111,640,4275,0.393745462981326,0.440357495256167,0.352005930458076,0.368576821022672
"8867",25,137,41,196,1348,NA,399,897,4185,0.41209716575429,0.326089524432822,0.318118578343823,0.447407456118803
"8868",25,NA,64,195,1840,1348,98,1065,5334,0.418552289605896,0.407678804855275,0.373675527983582,0.341344214286298
"8869",25,NA,34,173,1540,NA,195,661,4844,0.306959360202439,0.526603318837758,0.395744171794122,0.408753222414425
"8870",25,157,36,203,1931,568,420,947,4030,0.505455122104944,0.518565434041437,0.505082108017046,0.429330575875304
"8871",25,503,23,125,1300,342,456,1402,4397,0.459623332969551,0.278539879972476,0.519390880600414,0.400634557739475
"8872",25,267,46,197,1090,NA,176,1052,5239,0.487946868875456,0.452627960275019,0.447399911822133,0.43851792821094
"8873",25,NA,46,226,1353,947,241,784,5482,0.393819117757209,0.49699696424159,0.497813923539617,0.3903001856187
"8874",25,NA,32,178,1558,741,169,1191,3844,0.5509331513186,0.40889876737477,0.431567258170507,0.488912452771198
"8875",25,131,23,193,1585,NA,511,1233,4747,0.547385217878856,0.479197207916831,0.392042236512136,0.338560109156137
"8876",25,NA,37,126,1711,463,252,533,5249,0.270891219560847,0.407432396003572,0.400130060250381,0.408393679184957
"8877",25,NA,28,148,1617,1132,275,667,5420,0.523243592173712,0.568417078547395,0.460381071408751,0.417086800461683
"8878",25,NA,93,271,1899,NA,274,491,5255,0.463488131854224,0.254742229027691,0.415432946785676,0.416891060152117
"8879",25,NA,42,181,1747,NA,207,524,4134,0.394887933655169,0.378863229686018,0.483046815985946,0.433046255747035
"8880",25,390,51,194,1300,NA,76,1252,4211,0.388097074575128,0.411369459499776,0.457422869402594,0.439342868933646
"8881",25,NA,62,119,1908,NA,162,801,4711,0.405651271022969,0.424272410561263,0.488004173760668,0.470322109082872
"8882",25,NA,76,153,1838,932,414,862,4044,0.467044262309894,0.338966406327771,0.439977844909717,0.402504481856022
"8883",25,NA,15,227,1556,NA,156,718,4039,0.460647882643808,0.408848921404965,0.379153247148702,0.449875426341812
"8884",25,NA,70,159,1602,465,106,941,4112,0.248773460223163,0.365273288331726,0.421352835684305,0.383659804273427
"8885",25,NA,18,139,1403,NA,85,854,4081,0.370263208558626,0.454555056953153,0.438865083812389,0.458113903876706
"8886",25,NA,78,174,1554,306,311,566,3907,0.528806999983427,0.513408963585434,0.514545517843981,0.390714794524244
"8887",25,NA,27,137,1563,NA,113,1131,4716,0.293162443459108,0.538457994627917,0.526420829450982,0.454605487915646
"8888",25,144,48,212,1673,NA,285,530,4579,0.548425583494088,0.361857543482211,0.385038081629656,0.400808867944107
"8889",25,NA,46,171,1806,NA,126,633,4677,0.462436857799181,0.308722008272714,0.418059783888085,0.388597949780131
"8890",25,NA,49,250,1992,1119,474,863,4614,0.512986783736636,0.292103353057199,0.423359334166665,0.384893616525504
"8891",25,NA,29,152,1544,1936,122,1113,3939,0.491441452007678,0.372653292840871,0.548209223367967,0.471288318087361
"8892",25,173,46,166,1438,1428,74,521,4114,0.432318848164788,0.365713997314902,0.568790246197383,0.37922090149727
"8893",25,NA,49,152,1023,628,149,1331,4947,0.271722077892998,0.447402852049911,0.466592646533348,0.415911568437889
"8894",25,326,26,129,1272,951,271,760,3894,0.390358008161767,0.436005186817808,0.495631272798975,0.41863059796
"8895",25,60,53,224,1382,469,263,926,5375,0.437996803767846,0.487173821786779,0.360554016023593,0.44705044319723
"8896",25,NA,54,139,1157,1666,135,697,3829,0.462261567246368,0.407805773041586,0.487349796599898,0.403007858140031
"8897",25,74,46,139,1902,NA,125,860,4330,0.394198055618537,0.568333333333333,0.398976786548079,0.40999166422975
"8898",25,377,47,138,1534,1281,80,825,4218,0.52884409583701,0.445378610460578,0.50689794686986,0.413352825571698
"8899",25,NA,24,141,1638,624,210,866,3827,0.465059784976011,0.624801843317972,0.482966443781954,0.411001480988122
"8900",25,NA,26,235,1912,328,691,928,4065,0.460504120552185,0.400526298782424,0.426062884924593,0.401108446758036
"8901",25,NA,55,100,1623,NA,281,935,4752,0.409980945376774,0.396350507528744,0.543604832182732,0.36165841939849
"8902",25,NA,47,149,1571,731,72,1078,4071,0.492411733248001,0.429294626941686,0.453282694257926,0.37219132076784
"8903",25,124,58,245,1588,NA,106,574,4165,0.41929772033429,0.46659573707174,0.386486599809831,0.373184667986312
"8904",25,NA,57,179,1636,530,52,911,4345,0.426320772097184,0.319688955561112,0.398459528475038,0.555906697427942
"8905",25,NA,47,235,1868,NA,101,705,4640,0.491428338482154,0.370412119777488,0.504637108421466,0.334073393748353
"8906",25,362,31,185,1338,NA,151,898,4873,0.322691477358642,0.487780869428773,0.394010644232223,0.331026290130516
"8907",25,NA,28,150,1108,NA,288,1291,4696,0.424820420475883,0.402068310822511,0.449314180659023,0.456155746574147
"8908",25,292,62,191,1916,NA,443,941,5303,0.377722847345975,0.52647619047619,0.521173049638777,0.461372699836583
"8909",25,261,37,291,1370,NA,85,510,3574,0.45860451171588,0.485596771815687,0.396957747487614,0.505922127495962
